,content,score,appVersion,content_process,result,sentiment,proba
2701,"mau buka menu transfer, virtual akun atau top cuman sampai loading doang gak bisa ke buka percuma ada fitur klo klo cuman jadi pajangan doang ga bisa berfungsi mohon segera di perbaiki saya selaku nasabah sangat kecewa dengan apk tsb",1,,mau buka menu transfer  virtual akun atau top cuman sampai loading doang gak bisa ke buka percuma ada fitur klo klo cuman jadi pajangan doang ga bisa berfungsi mohon segera di perbaiki saya selaku nasabah sangat kecewa dengan apk tsb,"[{'label': 'negative', 'score': 0.9992609620094299}]",negative,0.9992609620094299
2702,Dear Danamon Saat mau login kok gak bisa hanya terdpat 4 titik yg muter2 terus. Stelah gue update ehh ternyata masih sama. Kami butuh pelayanan transaksi yg mudah dan cepat. Mohon segera diperbaiki Nih aplikasi gue perhatiin makin kesini makin kesana.,1,1.2.8,dear danamon saat mau login kok gak bisa hanya terdpat   titik yg muter  terus  stelah gue update ehh ternyata masih sama  kami butuh pelayanan transaksi yg mudah dan cepat  mohon segera diperbaiki nih aplikasi gue perhatiin makin kesini makin kesana ,"[{'label': 'negative', 'score': 0.9809257388114929}]",negative,0.9809257388114929
2703,Ko ga bisa di buka sih loding trs .....tidak nyaman,1,1.2.8,ko ga bisa di buka sih loding trs      tidak nyaman,"[{'label': 'negative', 'score': 0.9991706609725952}]",negative,0.9991706609725952
2704,Sangat membantu,5,,sangat membantu,"[{'label': 'positive', 'score': 0.9959172606468201}]",positive,0.9959172606468201
2705,Masih ttp gabisa masuk,1,1.2.8,masih ttp gabisa masuk,"[{'label': 'negative', 'score': 0.5676842331886292}]",negative,0.5676842331886292
2706,kenapa setiap mau login..... lama sekali.... kok yg pro malah kalah dengan yg biasa🤨,1,1.2.8,kenapa setiap mau login      lama sekali     kok yg pro malah kalah dengan yg biasa ,"[{'label': 'negative', 'score': 0.9991359114646912}]",negative,0.9991359114646912
2707,"Update terbaru kok malah ngga bisa log in, parah!!!",1,1.2.8,update terbaru kok malah ngga bisa log in  parah   ,"[{'label': 'negative', 'score': 0.996166467666626}]",negative,0.996166467666626
2708,"Hari ini aplikasi error, tidak bisa masuk masuk",1,1.2.8,hari ini aplikasi error  tidak bisa masuk masuk,"[{'label': 'negative', 'score': 0.9955442547798157}]",negative,0.9955442547798157
2709,"Muter doang, ga bisa transaksi, haduhhhh Tolong dong ini gimana, pembayaran JD tertunda ini, mau transaksi di ATM ga ada kartunya. Solusi nya ini gimana",1,1.2.8,muter doang  ga bisa transaksi  haduhhhh tolong dong ini gimana  pembayaran jd tertunda ini  mau transaksi di atm ga ada kartunya  solusi nya ini gimana,"[{'label': 'negative', 'score': 0.9977734684944153}]",negative,0.9977734684944153
2710,Good job sangat luar biasa aplikasi ini,5,1.2.8,good job sangat luar biasa aplikasi ini,"[{'label': 'positive', 'score': 0.9846200346946716}]",positive,0.9846200346946716
2711,email yg terdaftar malah ke lock ga bisa login hmmm,1,1.2.8,email yg terdaftar malah ke lock ga bisa login hmmm,"[{'label': 'negative', 'score': 0.7101321220397949}]",negative,0.7101321220397949
2712,"Di update malah lemot loginnya, jaringan lancar jaya login danamon pro aja lemodnya luar biasa.",3,1.2.8,di update malah lemot loginnya  jaringan lancar jaya login danamon pro aja lemodnya luar biasa ,"[{'label': 'positive', 'score': 0.9728171229362488}]",positive,0.9728171229362488
2713,Kenapa Hari ini tidak bisa d akses?,1,1.2.8,kenapa hari ini tidak bisa d akses ,"[{'label': 'negative', 'score': 0.9903557300567627}]",negative,0.9903557300567627
2714,Sangat bagud,5,1.2.8,sangat bagud,"[{'label': 'positive', 'score': 0.9981056451797485}]",positive,0.9981056451797485
2715,"Setalah update aplikasi Bayar CC danamon kenapa jadi tidak bisa!!!!! Aplikasi malah tambah ruwet bukan tambah simple, lebih bagus versi yang sebelumnya mudah dipahami,",1,1.2.8,setalah update aplikasi bayar cc danamon kenapa jadi tidak bisa      aplikasi malah tambah ruwet bukan tambah simple  lebih bagus versi yang sebelumnya mudah dipahami ,"[{'label': 'negative', 'score': 0.98012375831604}]",negative,0.98012375831604
2716,Kangelan,1,1.2.8,kangelan,"[{'label': 'positive', 'score': 0.9180129766464233}]",positive,0.9180129766464233
2717,Good,5,1.2.6,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264
2718,Ok,5,,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342
2719,"Selagi di butuhkan , kendalanya lagi perbaikan,memang kemana bagian maintenance nya",2,1.2.6,selagi di butuhkan   kendalanya lagi perbaikan memang kemana bagian maintenance nya,"[{'label': 'neutral', 'score': 0.602275550365448}]",neutral,0.602275550365448
2720,Makin susah untuk login...!!!,2,,makin susah untuk login      ,"[{'label': 'negative', 'score': 0.9571585059165955}]",negative,0.9571585059165955
2721,Good,5,1.2.6,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264
2722,Ok,5,,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342
2723,Cs nya tidak bisa membantu,1,1.2.6,cs nya tidak bisa membantu,"[{'label': 'negative', 'score': 0.9973479509353638}]",negative,0.9973479509353638
2724,Buat tf lemot bgt sekarang,4,1.2.6,buat tf lemot bgt sekarang,"[{'label': 'negative', 'score': 0.9992414712905884}]",negative,0.9992414712905884
2725,Kalau saya ga ada keluhan fine fine aja the best D-Bank PRO,5,1.2.6,kalau saya ga ada keluhan fine fine aja the best d bank pro,"[{'label': 'positive', 'score': 0.775005042552948}]",positive,0.775005042552948
2726,Knp m bangking udh 2 hari g bisa di buka min,5,1.2.6,knp m bangking udh   hari g bisa di buka min,"[{'label': 'neutral', 'score': 0.9969257712364197}]",neutral,0.9969257712364197
2727,Lebih lengkap fiturnya dan bisa cek mutasi rek sampai dengan 90hari kalender sangat membantu sekali,5,1.2.6,lebih lengkap fiturnya dan bisa cek mutasi rek sampai dengan   hari kalender sangat membantu sekali,"[{'label': 'positive', 'score': 0.9780398607254028}]",positive,0.9780398607254028
2728,lemot bgt .mau tranfer muter trs.mau login muter trs..piye kerepe,1,1.2.6,lemot bgt  mau tranfer muter trs mau login muter trs  piye kerepe,"[{'label': 'negative', 'score': 0.9912306070327759}]",negative,0.9912306070327759
2729,Dah aktifasi d bank pro gampang. ...TAPI...!!! mutasi transaksi D Bank lama gak ada semua... Mau lihat mutasi di D Bank Pro kosooong....kecewa... Gak ada promo sama sekali...gak kayak neo gratis transfer kemanapun,5,1.2.6,dah aktifasi d bank pro gampang     tapi       mutasi transaksi d bank lama gak ada semua    mau lihat mutasi di d bank pro kosooong    kecewa    gak ada promo sama sekali   gak kayak neo gratis transfer kemanapun,"[{'label': 'negative', 'score': 0.9983682036399841}]",negative,0.9983682036399841
2730,Ok setelah clear cache dah normal.. cuma dulu ga pernah harus manual2 cache gini.. thanks,5,1.2.6,ok setelah clear cache dah normal   cuma dulu ga pernah harus manual  cache gini   thanks,"[{'label': 'neutral', 'score': 0.9783481955528259}]",neutral,0.9783481955528259
2731,"ini perbaikan aplikasi atau kemunduran, tolong di perbaiki lagi",2,1.2.5,ini perbaikan aplikasi atau kemunduran  tolong di perbaiki lagi,"[{'label': 'neutral', 'score': 0.9017205238342285}]",neutral,0.9017205238342285
2732,Good i like this,5,,good i like this,"[{'label': 'positive', 'score': 0.9972853660583496}]",positive,0.9972853660583496
2733,like,5,1.2.6,like,"[{'label': 'positive', 'score': 0.9883512854576111}]",positive,0.9883512854576111
2734,"Loading lama, pdhl aplikasi lain kenceng2 aja.",1,1.2.6,loading lama  pdhl aplikasi lain kenceng  aja ,"[{'label': 'negative', 'score': 0.9971436858177185}]",negative,0.9971436858177185
2735,Bagus bgt memudahkan,5,1.2.6,bagus bgt memudahkan,"[{'label': 'positive', 'score': 0.9991094470024109}]",positive,0.9991094470024109
2736,Aplikasi yg sangat bgs dan simpel,5,1.2.6,aplikasi yg sangat bgs dan simpel,"[{'label': 'positive', 'score': 0.9981460571289062}]",positive,0.9981460571289062
2737,Di update tambah lemot. Makin parah d bank pro. Ga kaya bank lain,1,1.2.6,di update tambah lemot  makin parah d bank pro  ga kaya bank lain,"[{'label': 'negative', 'score': 0.9992345571517944}]",negative,0.9992345571517944
2738,Tidak bisa transfer dari pagi sampai sekrng.ada apa aplikasi ini.,1,1.2.6,tidak bisa transfer dari pagi sampai sekrng ada apa aplikasi ini ,"[{'label': 'negative', 'score': 0.9958435893058777}]",negative,0.9958435893058777
2739,D-BANK PRO .. TAMBAH RUWET .. APLIKASI TIDAK STABIL MASIH JAUH LEBIH BAIK VERSI TERDAHULU NYA .. JAUUHH !!!!,3,1.2.6,d bank pro    tambah ruwet    aplikasi tidak stabil masih jauh lebih baik versi terdahulu nya    jauuhh     ,"[{'label': 'negative', 'score': 0.9518640041351318}]",negative,0.9518640041351318
2740,Ulasan ini untuk Danamon tercinta.. mau masuk sulit sekali hanya ada butiran 4 muter muter saja ..ga berhasil masuk dalam aplikasi nya Harap hal seperti ini d perbaiki padahal kami ingin kenyamanan dan kecepatan dalam transaksi. Tks,1,1.2.6,ulasan ini untuk danamon tercinta   mau masuk sulit sekali hanya ada butiran   muter muter saja   ga berhasil masuk dalam aplikasi nya harap hal seperti ini d perbaiki padahal kami ingin kenyamanan dan kecepatan dalam transaksi  tks,"[{'label': 'negative', 'score': 0.9946053624153137}]",negative,0.9946053624153137
2741,mnyd saldo ilang mulu,1,1.2.6,mnyd saldo ilang mulu,"[{'label': 'negative', 'score': 0.9976406097412109}]",negative,0.9976406097412109
2742,"Pelayanannya ga bagus,ga ngebantu👎",1,1.2.6,pelayanannya ga bagus ga ngebantu ,"[{'label': 'negative', 'score': 0.999245285987854}]",negative,0.999245285987854
2743,PELAYANAN DANAMON KURANG BAGUS . PEGAWAI NYA CENDERUNG CUEK..,1,1.2.2,pelayanan danamon kurang bagus   pegawai nya cenderung cuek  ,"[{'label': 'negative', 'score': 0.9979875087738037}]",negative,0.9979875087738037
2744,Mudah mengoperasikan dan lengkap fiturnya,5,,mudah mengoperasikan dan lengkap fiturnya,"[{'label': 'positive', 'score': 0.9980922341346741}]",positive,0.9980922341346741
2745,Apakah sedang bermasalah? Sy coba masuk dari tadi untuk melakukan transaksi tetapi tidak bisa terbuka,5,1.2.6,apakah sedang bermasalah  sy coba masuk dari tadi untuk melakukan transaksi tetapi tidak bisa terbuka,"[{'label': 'neutral', 'score': 0.8097866773605347}]",neutral,0.8097866773605347
2746,"Salah pin dan terblokir, ketika dihubungi adminnya disambungkan ke mesin penjawab otomatis, disuruh input angka, pas mau diinput malah mati telponnya, ribet.. knp gk petugas atau adminnya langsung yg bantuin?",2,1.2.6,salah pin dan terblokir  ketika dihubungi adminnya disambungkan ke mesin penjawab otomatis  disuruh input angka  pas mau diinput malah mati telponnya  ribet   knp gk petugas atau adminnya langsung yg bantuin ,"[{'label': 'negative', 'score': 0.9943418502807617}]",negative,0.9943418502807617
2747,Dlm beberapa hari ni setiap login selalu tampil sistem mengalami gangguan.,1,1.2.6,dlm beberapa hari ni setiap login selalu tampil sistem mengalami gangguan ,"[{'label': 'neutral', 'score': 0.8626335263252258}]",neutral,0.8626335263252258
2748,"Ada kendala atau gimana ya, abis di update malah gak bisa login.... Padahal wifi & kuotanya masih ada sinyal juga bagus. Tapi gak bisa masuk, loading terus",2,1.2.6,ada kendala atau gimana ya  abis di update malah gak bisa login     padahal wifi   kuotanya masih ada sinyal juga bagus  tapi gak bisa masuk  loading terus,"[{'label': 'negative', 'score': 0.9922202229499817}]",negative,0.9922202229499817
2749,Perlu di download ulang dan masuk ulang,4,1.2.6,perlu di download ulang dan masuk ulang,"[{'label': 'neutral', 'score': 0.9989414811134338}]",neutral,0.9989414811134338
2750,Binyang 3 dulu..,3,1.2.6,binyang   dulu  ,"[{'label': 'neutral', 'score': 0.9908658862113953}]",neutral,0.9908658862113953
2751,Woi uangku gak diapa2in kok bisa berkurang.1 bulan sampai terpotong puluhan ribu selama 2 kali.,1,1.2.6,woi uangku gak diapa in kok bisa berkurang   bulan sampai terpotong puluhan ribu selama   kali ,"[{'label': 'negative', 'score': 0.9952242374420166}]",negative,0.9952242374420166
2752,Kenapa kok tidak bisa dibuka ??? Sudah seminggu lebih lohhh,1,1.2.6,kenapa kok tidak bisa dibuka     sudah seminggu lebih lohhh,"[{'label': 'negative', 'score': 0.9919073581695557}]",negative,0.9919073581695557
2753,Mohon infox dri pihak danamon kenapa id password aja trblokir padahal sya sdh benar ksih msuk password.,2,1.2.6,mohon infox dri pihak danamon kenapa id password aja trblokir padahal sya sdh benar ksih msuk password ,"[{'label': 'neutral', 'score': 0.9893718361854553}]",neutral,0.9893718361854553
2754,Kadang masih sulit untuk login,5,1.2.6,kadang masih sulit untuk login,"[{'label': 'negative', 'score': 0.9965662360191345}]",negative,0.9965662360191345
2755,Tolong minta di oktimalkn lgh,4,1.2.6,tolong minta di oktimalkn lgh,"[{'label': 'neutral', 'score': 0.9981164932250977}]",neutral,0.9981164932250977
2756,Hanya manusia tololah yang interaksi dengan ketololanya...Dancu...x,1,1.2.6,hanya manusia tololah yang interaksi dengan ketololanya   dancu   x,"[{'label': 'negative', 'score': 0.9992138147354126}]",negative,0.9992138147354126
2757,Kenapa setiap malam harus maintenance ngga beres beres,1,1.2.6,kenapa setiap malam harus maintenance ngga beres beres,"[{'label': 'negative', 'score': 0.9993439316749573}]",negative,0.9993439316749573
2758,Sering eror lemot mending yang lama .,1,,sering eror lemot mending yang lama  ,"[{'label': 'negative', 'score': 0.998742401599884}]",negative,0.998742401599884
2759,"Alhamdulillah D Bank Pro sdh ada perbaikan, cmn kurang nya untuk transfer dana sering error, mohon untuk perbaikan nya, untuk setiap transaksi, langsung tercatat pada history nya.",4,1.2.6,alhamdulillah d bank pro sdh ada perbaikan  cmn kurang nya untuk transfer dana sering error  mohon untuk perbaikan nya  untuk setiap transaksi  langsung tercatat pada history nya ,"[{'label': 'neutral', 'score': 0.9914695620536804}]",neutral,0.9914695620536804
2760,Mudah dioperasikan dan warna nya jreng banget jadi gampang dilihat,5,1.2.6,mudah dioperasikan dan warna nya jreng banget jadi gampang dilihat,"[{'label': 'positive', 'score': 0.9975244402885437}]",positive,0.9975244402885437
2761,"Hallo danamon, kasih saran aplikasi untuk reset pasword ada bug di token apply nya jd kesulitan dan bingung buat user mohon di analisa di lihat dari sisi user pengguna. Trims",5,1.2.3,hallo danamon  kasih saran aplikasi untuk reset pasword ada bug di token apply nya jd kesulitan dan bingung buat user mohon di analisa di lihat dari sisi user pengguna  trims,"[{'label': 'neutral', 'score': 0.9867004752159119}]",neutral,0.9867004752159119
2762,"Rules baru under 1 kebet byk bet potongan uangnya, ampe minus""",1,1.2.5,rules baru under   kebet byk bet potongan uangnya  ampe minus ,"[{'label': 'negative', 'score': 0.9882366061210632}]",negative,0.9882366061210632
2763,Ribet,1,1.2.6,ribet,"[{'label': 'negative', 'score': 0.9985941052436829}]",negative,0.9985941052436829
2764,"Sekarang danamon ga kayak dl, dl ramah d kantong, tabungan minimal 1 jt bisa gratis biaya administrasi bulanan, sekarang tabungan harus ada dana minimal 5jt dl baru gratis biaya bulanan. Biaya bulanannya pun mahal 17rb padahal ATM nya ga banyak, jadi tinggal tunggu waktu untuk tutup rekening, thank danamon ☺",1,1.2.6,sekarang danamon ga kayak dl  dl ramah d kantong  tabungan minimal   jt bisa gratis biaya administrasi bulanan  sekarang tabungan harus ada dana minimal  jt dl baru gratis biaya bulanan  biaya bulanannya pun mahal   rb padahal atm nya ga banyak  jadi tinggal tunggu waktu untuk tutup rekening  thank danamon  ,"[{'label': 'positive', 'score': 0.5909565687179565}]",positive,0.5909565687179565
2765,Verivikasi via sms ga pernah nongol,1,1.2.6,verivikasi via sms ga pernah nongol,"[{'label': 'neutral', 'score': 0.7151254415512085}]",neutral,0.7151254415512085
2766,Macet ngga jelas,2,,macet ngga jelas,"[{'label': 'negative', 'score': 0.9990171194076538}]",negative,0.9990171194076538
2767,sangat bagus sekali dan bermanfaat,5,1.2.4,sangat bagus sekali dan bermanfaat,"[{'label': 'positive', 'score': 0.9954791069030762}]",positive,0.9954791069030762
2768,Lebih modern,5,1.2.6,lebih modern,"[{'label': 'positive', 'score': 0.9476765394210815}]",positive,0.9476765394210815
2769,kek mana ini gk bisa² login? gangguan terus.,1,1.2.6,kek mana ini gk bisa  login  gangguan terus ,"[{'label': 'negative', 'score': 0.9973700046539307}]",negative,0.9973700046539307
2770,Parah...tiap bulan blank...harus tlp call center...habiskan pulsa sampe 50rb,1,1.2.6,parah   tiap bulan blank   harus tlp call center   habiskan pulsa sampe   rb,"[{'label': 'negative', 'score': 0.9001118540763855}]",negative,0.9001118540763855
2771,Sangat baik,5,1.2.6,sangat baik,"[{'label': 'positive', 'score': 0.9864094853401184}]",positive,0.9864094853401184
2772,Tolong knpa tidak bisa melakukan transksi top atau pun transfer pdhl saldo ada keterangn nya saldo tidak cukup membingungkan,3,1.2.6,tolong knpa tidak bisa melakukan transksi top atau pun transfer pdhl saldo ada keterangn nya saldo tidak cukup membingungkan,"[{'label': 'negative', 'score': 0.8376522064208984}]",negative,0.8376522064208984
2773,"Kok setiap buka aplikasi D-Bank selalu lama lodingnya kayak berat banget,,, apa cm punya ku aja ya,padahal sebelum ganti dbank pro lancar2 aja lo...",2,1.2.6,kok setiap buka aplikasi d bank selalu lama lodingnya kayak berat banget    apa cm punya ku aja ya padahal sebelum ganti dbank pro lancar  aja lo   ,"[{'label': 'negative', 'score': 0.9959155917167664}]",negative,0.9959155917167664
2774,Good,5,1.2.6,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264
2775,"Sy pakai rekening danamon save, danamon aneh masa scan qris mercant bisa, saldo kepotong transaksi berhasil, tpi saldo tdk bisa masuk ke dana mercant kan aneh sistemnya gmna sih?",1,1.2.6,sy pakai rekening danamon save  danamon aneh masa scan qris mercant bisa  saldo kepotong transaksi berhasil  tpi saldo tdk bisa masuk ke dana mercant kan aneh sistemnya gmna sih ,"[{'label': 'negative', 'score': 0.9976356029510498}]",negative,0.9976356029510498
2776,"Uang tidak masuk, susah buat transfer dan lemot. Buat top up e wallet selalu gagal sudah hampir 10 hari seperti ini.. fix ini buruk sekali, lebih menggunakan bca yg terpercaya",1,,uang tidak masuk  susah buat transfer dan lemot  buat top up e wallet selalu gagal sudah hampir    hari seperti ini   fix ini buruk sekali  lebih menggunakan bca yg terpercaya,"[{'label': 'negative', 'score': 0.9965726137161255}]",negative,0.9965726137161255
2777,Kenapa jadi ga bisa diakses. Ga bisa login terus.,3,1.2.6,kenapa jadi ga bisa diakses  ga bisa login terus ,"[{'label': 'negative', 'score': 0.9722027778625488}]",negative,0.9722027778625488
2778,Cpt tranfernya.,5,1.2.6,cpt tranfernya ,"[{'label': 'neutral', 'score': 0.8680691719055176}]",neutral,0.8680691719055176
2779,Saya terkena penalty below min bal sebesar 17k padahal saldo saya di atas 1 juta rupiah. Apakah ini permainan bank Danamon? Luar biasa sekali mohon jangan curang dalam melakukan transaksi. Walau hanya sedikit coba kali dengan seluruh nasabah Danamon di dunia ini.:') #NoRespectToDanamon,1,1.2.6,saya terkena penalty below min bal sebesar   k padahal saldo saya di atas   juta rupiah  apakah ini permainan bank danamon  luar biasa sekali mohon jangan curang dalam melakukan transaksi  walau hanya sedikit coba kali dengan seluruh nasabah danamon di dunia ini  ' ,"[{'label': 'negative', 'score': 0.9856835007667542}]",negative,0.9856835007667542
2780,"Sangat bagus , wow",5,,sangat bagus   wow,"[{'label': 'positive', 'score': 0.9986692667007446}]",positive,0.9986692667007446
2781,Bagus,5,,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
2782,Terus saja upgrade udh ketiga kalinya saja gak nyaman jdnya,1,1.2.5,terus saja upgrade udh ketiga kalinya saja gak nyaman jdnya,"[{'label': 'negative', 'score': 0.9992389678955078}]",negative,0.9992389678955078
2783,Kenapa aku ga bisa transaksi apapun. Buat apa ini aplikasi???????? Tolong cek n mohon bantuanys????,1,1.2.6,kenapa aku ga bisa transaksi apapun  buat apa ini aplikasi         tolong cek n mohon bantuanys    ,"[{'label': 'negative', 'score': 0.619404137134552}]",negative,0.619404137134552
2784,Knp sudah 2 hari ini gk bisa di buka aplikasinya,1,1.2.6,knp sudah   hari ini gk bisa di buka aplikasinya,"[{'label': 'negative', 'score': 0.9316757321357727}]",negative,0.9316757321357727
2785,kenapa ini ko mau mausk ga bisa2..padahal jaringan bagus dan full stabil pula.,2,1.2.6,kenapa ini ko mau mausk ga bisa   padahal jaringan bagus dan full stabil pula ,"[{'label': 'negative', 'score': 0.9217672944068909}]",negative,0.9217672944068909
2786,Lupa password kog langsung blokir sih... Harus kecabang lagi.. Bintang satu lah,1,1.2.6,lupa password kog langsung blokir sih    harus kecabang lagi   bintang satu lah,"[{'label': 'neutral', 'score': 0.8384615182876587}]",neutral,0.8384615182876587
2787,SUDAH DI CLEAR CACHE TIDAK BISA LOGIN KAMPRETT,1,1.2.6,sudah di clear cache tidak bisa login kamprett,"[{'label': 'neutral', 'score': 0.9941703081130981}]",neutral,0.9941703081130981
2788,Update yang mempersulit pengguna,1,1.2.6,update yang mempersulit pengguna,"[{'label': 'negative', 'score': 0.9610610604286194}]",negative,0.9610610604286194
2789,Tolong dcek untuk aplikasi ini Krn sudh 2 Minggu tdk bisa terbuka,1,1.2.6,tolong dcek untuk aplikasi ini krn sudh   minggu tdk bisa terbuka,"[{'label': 'neutral', 'score': 0.9979780316352844}]",neutral,0.9979780316352844
2790,Mantaaap.. bisa memudahkan bertransaksi,5,1.2.6,mantaaap   bisa memudahkan bertransaksi,"[{'label': 'neutral', 'score': 0.8128860592842102}]",neutral,0.8128860592842102
2791,payah,1,,payah,"[{'label': 'positive', 'score': 0.9440422058105469}]",positive,0.9440422058105469
2792,Untuk di tingkat kan lagi kualitas nya,5,1.2.6,untuk di tingkat kan lagi kualitas nya,"[{'label': 'positive', 'score': 0.6874253749847412}]",positive,0.6874253749847412
2793,Kenapa selalu sulit untuk Login..?? Dan selalu mengalami ganguan.sampai sekarang aja saya tidak bisa Login ke aplikasi ini...tolang jelaskan,2,1.2.6,kenapa selalu sulit untuk login     dan selalu mengalami ganguan sampai sekarang aja saya tidak bisa login ke aplikasi ini   tolang jelaskan,"[{'label': 'negative', 'score': 0.9953795671463013}]",negative,0.9953795671463013
2794,Sangat baik,5,1.2.6,sangat baik,"[{'label': 'positive', 'score': 0.9864094853401184}]",positive,0.9864094853401184
2795,Semakin ribeeeeeettt,1,1.2.6,semakin ribeeeeeettt,"[{'label': 'negative', 'score': 0.9992886781692505}]",negative,0.9992886781692505
2796,"Lebih ribet, tak bisa lihat transaksi semuanya. Kacau.....dan sudah pakai penalty below pula sebanyak 17.000 tiap bulannya. makin parah...",1,1.2.6,lebih ribet  tak bisa lihat transaksi semuanya  kacau     dan sudah pakai penalty below pula sebanyak        tiap bulannya  makin parah   ,"[{'label': 'negative', 'score': 0.9992771744728088}]",negative,0.9992771744728088
2797,"Knpa uang saya ngilang 50 ribu yah?itu buat apa?-49000,pasa diisi ilang 50ribu.itu kemana ?masa klo ngendap 50 udh diambil duluan.danamon payah skrng.trus skrang tiap bulan kena admid 5000!!!",1,1.2.5,knpa uang saya ngilang    ribu yah itu buat apa        pasa diisi ilang   ribu itu kemana  masa klo ngendap    udh diambil duluan danamon payah skrng trus skrang tiap bulan kena admid        ,"[{'label': 'negative', 'score': 0.9979569911956787}]",negative,0.9979569911956787
2798,Klo lupa password 3× Terblokir.... Perbaiki lupa password ny gk ada🤣 Trus perbaikiny hrs ke bank....,1,1.2.6,klo lupa password    terblokir     perbaiki lupa password ny gk ada  trus perbaikiny hrs ke bank    ,"[{'label': 'neutral', 'score': 0.998454213142395}]",neutral,0.998454213142395
2799,Gajelas ini. gara2 lemot password keblokir. pindah aja dah,1,,gajelas ini  gara  lemot password keblokir  pindah aja dah,"[{'label': 'negative', 'score': 0.9994275569915771}]",negative,0.9994275569915771
2800,TOLONG DI TINGKATKAN LAGI SISTEMNYA MAKASIH,1,1.2.6,tolong di tingkatkan lagi sistemnya makasih,"[{'label': 'neutral', 'score': 0.9873991012573242}]",neutral,0.9873991012573242
2801,Apuuun untuk login aja lemot banget bisa lima menit nunggu nya. Tolong lah diperbaikin sistem nya kalo memang mau disukai konsumen,1,1.2.6,apuuun untuk login aja lemot banget bisa lima menit nunggu nya  tolong lah diperbaikin sistem nya kalo memang mau disukai konsumen,"[{'label': 'negative', 'score': 0.9980471134185791}]",negative,0.9980471134185791
2802,Sangat baik,5,1.2.6,sangat baik,"[{'label': 'positive', 'score': 0.9864094853401184}]",positive,0.9864094853401184
2803,"Aplikasinya, update malah makin ribet",1,1.2.6,aplikasinya  update malah makin ribet,"[{'label': 'negative', 'score': 0.998304009437561}]",negative,0.998304009437561
2804,Aplikasinya terbaik,5,1.2.6,aplikasinya terbaik,"[{'label': 'positive', 'score': 0.9989718198776245}]",positive,0.9989718198776245
2805,"Gak kebuka buka nih aplikasi, kesel bener, ada gangguan kah?",1,,gak kebuka buka nih aplikasi  kesel bener  ada gangguan kah ,"[{'label': 'negative', 'score': 0.9989486336708069}]",negative,0.9989486336708069
2806,App yang baru tidak simpel spt yang versi lama. Sering eror kalo udah malam. Kasih bintang 1 dulu dah.. semoga perbaikannya gak butuh lama lagi. Pas dibutuhkan mendadak seringnya pas gak bisa.,1,1.2.5,app yang baru tidak simpel spt yang versi lama  sering eror kalo udah malam  kasih bintang   dulu dah   semoga perbaikannya gak butuh lama lagi  pas dibutuhkan mendadak seringnya pas gak bisa ,"[{'label': 'negative', 'score': 0.9867642521858215}]",negative,0.9867642521858215
2807,"Sayang sekali aplikasinya tidak stabil sering error, tidak berfungsi normal😡😡",1,,sayang sekali aplikasinya tidak stabil sering error  tidak berfungsi normal  ,"[{'label': 'negative', 'score': 0.9990541338920593}]",negative,0.9990541338920593
2808,TOP MARKOTOP,5,1.2.6,top markotop,"[{'label': 'positive', 'score': 0.9933290481567383}]",positive,0.9933290481567383
2809,Woy pihak bank danamon. Kenapa saldo di tabungan saya minus. Dan pada saat. Saya ini saldo kembali saldo saya hilang begitu saja.. Dan saya tidak ada dan pernah pinjaman kepada pihak bank kalian tolong di reposn..,1,1.2.6,woy pihak bank danamon  kenapa saldo di tabungan saya minus  dan pada saat  saya ini saldo kembali saldo saya hilang begitu saja   dan saya tidak ada dan pernah pinjaman kepada pihak bank kalian tolong di reposn  ,"[{'label': 'negative', 'score': 0.9103028178215027}]",negative,0.9103028178215027
2810,Lebih enak pake aplikasi lama ganti aplikasi baru malah nasabah nya yang direpotin buat daftar lagi harus langsung konek ke id yang lama REPOT MENDING PINDAH BANK DEH GAK ADA ACARA GANTI2 APLIKASI PAYAH,1,1.2.6,lebih enak pake aplikasi lama ganti aplikasi baru malah nasabah nya yang direpotin buat daftar lagi harus langsung konek ke id yang lama repot mending pindah bank deh gak ada acara ganti  aplikasi payah,"[{'label': 'negative', 'score': 0.9990559220314026}]",negative,0.9990559220314026
2811,Jadi males makek D-Bank PRO semenjak ada aturan saldo mengendap 50rb,1,1.2.6,jadi males makek d bank pro semenjak ada aturan saldo mengendap   rb,"[{'label': 'neutral', 'score': 0.5123159885406494}]",neutral,0.5123159885406494
2812,"Apa saya aja yg mengalami, kenapa klik rekening ga bs kebuka? Jadinya sy ga tau ada dana masuk jumlahnya brp? Sebelumnya bs di buka... Ngurah Susrawan",3,,apa saya aja yg mengalami  kenapa klik rekening ga bs kebuka  jadinya sy ga tau ada dana masuk jumlahnya brp  sebelumnya bs di buka    ngurah susrawan,"[{'label': 'neutral', 'score': 0.7494502067565918}]",neutral,0.7494502067565918
